      Source      Cruise     Index   Year   Yday MinDay MaxDay  Month     Lat     Lon  MinLat  MaxLat  MinLon  MaxLon Length    Nsamps  Avg_none  Min_none  Max_none   SD_none Avg_depth Min_depth Max_depth  SD_depth Avg_draft Min_draft Max_draft  SD_draft
    USSUB-AN       1984b   5060303   1984  269.0  269.0  269.0      9   76.80 -141.85   76.70   76.90 -142.30 -141.39     29     10415   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.42      0.00     15.29      1.63
    USSUB-AN       1984c   5070304   1984  320.0  320.0  320.0     11   83.48 -151.03   83.20   83.80 -152.00 -150.06     57     16444   -999.00   -999.00   -999.00   -999.00    176.00    176.00    176.00   -999.00      3.67      0.00     20.85      2.14
    USSUB-AN       1984c   5070305   1984  320.0  320.0  320.0     11   84.12 -153.11   83.90   84.30 -154.00 -152.21     39     11244   -999.00   -999.00   -999.00   -999.00    176.00    176.00    176.00   -999.00      3.53      0.00     17.48      2.17
    USSUB-AN       1984c   5070306   1984  320.0  320.0  320.0     11   84.60 -155.00   84.40   84.80 -155.90 -154.10     37     10770   -999.00   -999.00   -999.00   -999.00    176.00    175.00    176.00   -999.00      3.87      0.00     22.46      2.32
    USSUB-AN       1984c   5070307   1984  320.0  320.0  320.0     11   85.21 -157.77   85.00   85.60 -160.30 -155.24     31     10967   -999.00   -999.00   -999.00   -999.00    161.00     84.00    175.00   -999.00      3.61      0.00     16.79      2.39
    USSUB-AN       1984c   5070308   1984  320.0  320.0  320.0     11   86.00 -162.56   85.70   86.30 -164.50 -160.61     72     45354   -999.00   -999.00   -999.00   -999.00    145.00     46.00    176.00   -999.00      3.47      0.00     20.57      1.99
    USSUB-AN       1984c   5070309   1984  320.0  320.0  320.0     11   86.74 -163.33   86.50   87.10 -164.50 -162.16     55     22608   -999.00   -999.00   -999.00   -999.00    150.00     85.00    176.00   -999.00      3.95      0.00     22.86      2.48
    USSUB-AN       1984c   5070310   1984  320.0  320.0  320.0     11   87.22 -163.07   87.00   87.50 -164.40 -161.74     26     11740   -999.00   -999.00   -999.00   -999.00    143.00     82.00    176.00   -999.00      3.70      0.00     17.51      2.29
    USSUB-AN       1984c   5070311   1984  320.0  320.0  320.0     11   87.89 -163.69   87.60   88.10 -164.80 -162.57     73     27387   -999.00   -999.00   -999.00   -999.00    157.00     82.00    176.00   -999.00      4.05      0.00     25.77      2.67
    USSUB-AN       1984c   5070312   1984  320.0  320.0  320.0     11   88.47 -162.39   88.20   88.80 -164.30 -160.48    132     39603   -999.00   -999.00   -999.00   -999.00    173.00     85.00    176.00   -999.00      4.02      0.00     22.52      2.80
    USSUB-AN       1984c   5070313   1984  320.0  320.0  320.0     11   89.15 -160.64   88.90   89.40 -164.20 -157.07    131     40465   -999.00   -999.00   -999.00   -999.00    192.00     85.00    202.00   -999.00      3.53      0.00     23.58      2.41
    USSUB-AN       1984c   5070314   1984  320.0  320.0  320.0     11   85.42 -164.40   85.20   85.70 -164.40 -164.40     45     14575   -999.00   -999.00   -999.00   -999.00    168.00     82.00    176.00   -999.00      3.64      0.00     16.37      2.06
    USSUB-AN       1984c   5070315   1984  320.0  320.0  320.0     11   84.78 -164.50   84.50   85.10 -164.60 -164.41     56     20216   -999.00   -999.00   -999.00   -999.00    160.00     82.00    176.00   -999.00      3.59      0.00     21.60      2.22
    USSUB-AN       1984c   5070316   1984  320.0  320.0  320.0     11   84.15 -164.68   83.80   84.40 -165.10 -164.25     27     13574   -999.00   -999.00   -999.00   -999.00    133.00     82.00    176.00   -999.00      3.25      0.00     16.51      1.77
    USSUB-AN       1984c   5070317   1984  320.0  320.0  320.0     11   81.51 -168.59   81.30   81.90 -168.80 -168.37     41     15301   -999.00   -999.00   -999.00   -999.00    156.00     82.00    175.00   -999.00      3.07      0.00     17.89      2.09
    USSUB-AN       1984c   5070318   1984  320.0  320.0  320.0     11   81.10 -169.05   80.90   81.30 -169.20 -168.89     42     28049   -999.00   -999.00   -999.00   -999.00    147.00     52.00    175.00   -999.00      2.68      0.00     20.56      2.01
    USSUB-AN       1984c   5070319   1984  320.0  320.0  320.0     11   80.50 -169.47   80.30   80.70 -169.60 -169.35     40     13391   -999.00   -999.00   -999.00   -999.00    166.00     82.00    176.00   -999.00      2.91      0.00     15.96      1.89
    USSUB-AN       1984c   5070320   1984  320.0  320.0  320.0     11   79.63 -169.83   79.30   79.90 -169.90 -169.77     39     15096   -999.00   -999.00   -999.00   -999.00    155.00     82.00    176.00   -999.00      3.01      0.00     15.26      1.81
    USSUB-AN       1984c   5070321   1984  320.0  320.0  320.0     11   78.43 -170.42   78.20   78.80 -170.60 -170.24     25     17079   -999.00   -999.00   -999.00   -999.00    123.00     46.00    176.00   -999.00      2.58      0.00     16.43      1.78
    USSUB-AN       1984c   5070322   1984  320.0  320.0  320.0     11   77.96 -170.74   77.80   78.20 -170.80 -170.69     44     14429   -999.00   -999.00   -999.00   -999.00    166.00     82.00    176.00   -999.00      2.57      0.00     16.15      1.92
    USSUB-AN       1984c   5070323   1984  320.0  320.0  320.0     11   77.38 -171.04   77.10   77.60 -171.20 -170.88     48     20446   -999.00   -999.00   -999.00   -999.00    161.00     67.00    176.00   -999.00      2.12      0.00     19.17      1.68
    USSUB-AN       1984c   5070324   1984  320.0  320.0  320.0     11   76.89 -171.36   76.80   77.00 -171.50 -171.22     25     10575   -999.00   -999.00   -999.00   -999.00    169.00     82.00    176.00   -999.00      2.31      0.00     15.63      1.77
    USSUB-AN       1984c   5070325   1984  320.0  320.0  320.0     11   76.21 -171.77   75.90   76.50 -171.90 -171.63     57     23463   -999.00   -999.00   -999.00   -999.00    165.00     46.00    175.00   -999.00      2.19      0.00     17.08      1.98
    USSUB-AN       1984c   5070326   1984  320.0  320.0  320.0     11   75.38 -172.24   75.20   75.70 -172.30 -172.18     35     25112   -999.00   -999.00   -999.00   -999.00     82.00     82.00     82.00   -999.00      1.64      0.00     17.86      1.81
    USSUB-AN       1984c   5070327   1984  320.0  320.0  320.0     11   74.89 -172.62   74.80   75.00 -172.80 -172.44     32     12871   -999.00   -999.00   -999.00   -999.00    119.00     75.00    125.00   -999.00      1.57      0.04     11.91      1.58
    USSUB-AN       1984d   5080328   1984  279.0  279.0  279.0     10   74.80 -169.49   74.80   74.80 -170.20 -168.79     30     17655   -999.00   -999.00   -999.00   -999.00     76.00     76.00     76.00   -999.00      1.03      0.00     14.95      1.39
    USSUB-AN       1984d   5080329   1984  279.0  279.0  279.0     10   74.80 -167.75   74.80   74.80 -168.70 -166.80     53     26878   -999.00   -999.00   -999.00   -999.00     76.00     76.00     76.00   -999.00      1.26      0.00     16.23      1.79
    USSUB-AN       1984d   5080330   1984  279.0  279.0  279.0     10   74.77 -163.95   74.70   74.80 -165.20 -162.69     68     34002   -999.00   -999.00   -999.00   -999.00     76.00     76.00     76.00   -999.00      1.32      0.00     16.86      1.68
    USSUB-AN       1984d   5080331   1984  279.0  279.0  279.0     10   74.70 -161.85   74.70   74.70 -162.70 -161.00     49     18995   -999.00   -999.00   -999.00   -999.00     76.00     76.00     76.00   -999.00      1.15      0.00     17.01      1.57
    USSUB-AN       1984d   5080332   1984  279.0  279.0  279.0     10   74.63 -159.88   74.50   74.70 -161.00 -158.76     62     23749   -999.00   -999.00   -999.00   -999.00     76.00     76.00     76.00   -999.00      1.17      0.00     19.64      1.53
    USSUB-AN       1984d   5080333   1984  279.0  279.0  279.0     10   74.61 -160.74   74.50   74.70 -162.70 -158.78    112     42744   -999.00   -999.00   -999.00   -999.00     76.00     76.00     76.00   -999.00      1.16      0.00     19.64      1.55
    USSUB-AN       1984d   5080334   1984  279.0  279.0  279.0     10   74.45 -157.05   74.40   74.50 -158.00 -156.10     54     25871   -999.00   -999.00   -999.00   -999.00     76.00     76.00     76.00   -999.00      1.47      0.00     15.52      1.57
    USSUB-AN       1984d   5080335   1984  279.0  279.0  279.0     10   74.29 -155.34   74.20   74.40 -155.80 -154.88     42     25284   -999.00   -999.00   -999.00   -999.00    101.00     46.00    128.00   -999.00      1.26      0.00     12.36      1.31
    USSUB-AN       1984d   5080336   1984  279.0  279.0  279.0     10   74.20 -153.80   74.20   74.20 -154.30 -153.30     32     14274   -999.00   -999.00   -999.00   -999.00    119.00    119.00    119.00   -999.00      1.27      0.00     11.87      1.22
    USSUB-AN       1984d   5080337   1984  279.0  279.0  279.0     10   73.90 -150.26   73.80   74.00 -151.10 -149.42    108     41456   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      1.67      0.00     14.61      1.52
    USSUB-AN       1984d   5080338   1984  279.0  279.0  279.0     10   73.75 -148.75   73.70   73.80 -149.30 -148.20     40     15495   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      1.61      0.00     10.59      1.32
    USSUB-AN       1984d   5080339   1984  279.0  279.0  279.0     10   73.60 -147.29   73.50   73.70 -148.10 -146.49     49     19015   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      1.52      0.00     10.29      1.14
    USSUB-AN       1984d   5080340   1984  279.0  279.0  279.0     10   73.32 -145.53   73.00   73.60 -146.50 -144.56    134     89124   -999.00   -999.00   -999.00   -999.00    125.00     46.00    130.00   -999.00      1.51      0.00     19.92      1.21
    USSUB-AN       1984d   5080341   1984  279.0  279.0  279.0     10   73.50 -146.73   73.30   73.70 -148.10 -145.37     82     31479   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      1.60      0.00     11.87      1.22
    USSUB-AN       1984d   5080342   1984  279.0  279.0  279.0     10   73.08 -143.58   72.90   73.20 -144.60 -142.56    114     53266   -999.00   -999.00   -999.00   -999.00    128.00    128.00    128.00   -999.00      1.54      0.00     14.82      1.47
    USSUB-AN       1984d   5080343   1984  279.0  279.0  279.0     10   72.85 -142.35   72.70   73.20 -142.80 -141.91    101     62878   -999.00   -999.00   -999.00   -999.00    109.00     61.00    128.00   -999.00      1.45      0.00     12.84      1.25
    USSUB-AN       1984d   5080344   1984  310.0  310.0  310.0     11   72.66 -145.60   72.40   72.90 -145.60 -145.60    139     52956   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      1.78      0.00     19.52      1.43
    USSUB-AN       1984d   5080345   1984  310.0  310.0  310.0     11   73.96 -145.50   73.60   74.20 -145.50 -145.50     52     43240   -999.00   -999.00   -999.00   -999.00    165.00    130.00    201.00   -999.00      1.33      0.00     12.55      1.27
    USSUB-AN       1984d   5080346   1984  310.0  310.0  310.0     11   73.40 -145.55   73.00   73.80 -145.60 -145.50     89     58360   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      1.43      0.00     12.03      1.10
    USSUB-AN       1984d   5080347   1984  310.0  310.0  310.0     11   74.57 -145.50   74.30   74.90 -145.50 -145.50     81     66907   -999.00   -999.00   -999.00   -999.00    191.00     46.00    201.00   -999.00      1.63      0.00     16.64      1.28
    USSUB-AN       1984d   5080348   1984  310.0  310.0  310.0     11   75.18 -145.45   74.90   75.50 -145.50 -145.39    130     73550   -999.00   -999.00   -999.00   -999.00    122.00    122.00    122.00   -999.00      1.46      0.00      9.86      1.18
    USSUB-AN       1984d   5080349   1984  310.0  310.0  310.0     11   75.81 -145.40   75.60   76.10 -145.40 -145.40     58     41611   -999.00   -999.00   -999.00   -999.00    122.00    122.00    122.00   -999.00      1.31      0.00     11.65      1.11
    USSUB-AN       1984d   5080350   1984  310.0  310.0  310.0     11   76.50 -145.37   76.20   76.80 -145.40 -145.35     68     34167   -999.00   -999.00   -999.00   -999.00    201.00    201.00    201.00   -999.00      1.63      0.00     12.40      1.22
    USSUB-AN       1984d   5080351   1984  310.0  310.0  310.0     11   77.08 -145.30   76.80   77.40 -145.30 -145.30     58     50366   -999.00   -999.00   -999.00   -999.00    152.00     46.00    201.00   -999.00      1.76      0.00     13.38      1.31
    USSUB-AN       1984d   5080352   1984  310.0  310.0  310.0     11   77.77 -145.30   77.60   78.00 -145.30 -145.30     48     35115   -999.00   -999.00   -999.00   -999.00    201.00    201.00    201.00   -999.00      2.22      0.00     14.55      1.83
    USSUB-AN       1984d   5080353   1984  310.0  310.0  310.0     11   79.45 -145.20   79.20   79.80 -145.20 -145.20     53     29593   -999.00   -999.00   -999.00   -999.00    120.00     46.00    130.00   -999.00      2.44      0.00     14.68      1.62
    USSUB-AN       1984d   5080354   1984  310.0  310.0  310.0     11   80.05 -145.15   79.90   80.20 -145.20 -145.10     39     11211   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      2.86      0.00     14.54      1.74
    USSUB-AN       1984d   5080355   1984  320.0  320.0  320.0     11   82.95 -144.70   82.80   83.10 -144.70 -144.70     27      7594   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      4.01      0.00     19.04      2.43
    USSUB-AN       1984d   5080356   1984  320.0  320.0  320.0     11   84.36 -144.25   84.20   84.70 -144.30 -144.21     44     36379   -999.00   -999.00   -999.00   -999.00    108.00     52.00    130.00   -999.00      3.43      0.00     23.46      2.22
    USSUB-AN       1984d   5080357   1984  320.0  320.0  320.0     11   84.90 -144.10   84.70   85.10 -144.20 -144.01     49     14227   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      3.92      0.00     24.04      2.47
    USSUB-AN       1984d   5080358   1984  320.0  320.0  320.0     11   85.41 -143.85   85.10   85.70 -144.00 -143.70     80     22892   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      3.75      0.00     24.57      2.45
    USSUB-AN       1984d   5080359   1984  320.0  320.0  320.0     11   85.20 -143.98   84.70   85.70 -144.20 -143.75    130     37119   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      3.82      0.00     24.57      2.46
    USSUB-AN       1984d   5080360   1984  320.0  320.0  320.0     11   86.01 -143.49   85.80   86.20 -143.70 -143.28     59     21398   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      4.20      0.00     24.27      2.83
    USSUB-AN       1984d   5080361   1984  320.0  320.0  320.0     11   86.24 -143.32   85.90   86.50 -143.60 -143.05    112     31963   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      4.15      0.00     24.27      2.60
    USSUB-AN       1984d   5080362   1984  320.0  320.0  320.0     11   86.78 -142.88   86.50   87.00 -143.10 -142.66     54     17918   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      4.22      0.00     25.61      2.63
    USSUB-AN       1984d   5080363   1984  320.0  320.0  320.0     11   87.30 -142.27   87.00   87.60 -142.70 -141.85     75     22156   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      4.25      0.00     27.98      2.54
    USSUB-AN       1984d   5080364   1984  320.0  320.0  320.0     11   87.10 -142.50   86.60   87.60 -143.00 -142.01    125     36947   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      4.27      0.00     27.98      2.59
    USSUB-AN       1984d   5080365   1984  320.0  320.0  320.0     11   88.10 -140.10   87.90   88.30 -140.50 -139.70     44     12640   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      3.89      0.00     20.23      2.46
    USSUB-AN       1984d   5080366   1984  320.0  320.0  320.0     11   88.70 -139.38   88.50   88.90 -139.50 -139.27     49     14205   -999.00   -999.00   -999.00   -999.00    201.00    201.00    201.00   -999.00      3.89      0.00     18.98      2.33
    USSUB-AN       1984d   5080367   1984  320.0  320.0  320.0     11   89.18 -139.19   88.90   89.50 -143.50 -134.89     56     18059   -999.00   -999.00   -999.00   -999.00    191.00     76.00    201.00   -999.00      3.56      0.00     21.13      2.37
    USSUB-AN       1984d   5080368   1984  320.0  320.0  320.0     11   88.95 -139.19   88.50   89.40 -139.30 -139.07    102     29106   -999.00   -999.00   -999.00   -999.00    201.00    201.00    201.00   -999.00      3.73      0.00     21.13      2.35
    USSUB-AN       1984d   5080369   1984  320.0  320.0  320.0     11   89.65 -149.98   89.50   89.80 -165.60 -134.37     39     15078   -999.00   -999.00   -999.00   -999.00     76.00     76.00     76.00   -999.00      2.72      0.00     15.98      2.02
    USSUB-AN       1984d   5080370   1984  320.0  320.0  320.0     11   88.21  179.04   88.00   88.50  178.80  179.29     57     18566   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      3.95      0.00     23.82      2.85
    USSUB-AN       1984d   5080371   1984  320.0  320.0  320.0     11   87.60  178.59   87.30   87.90  178.40  178.78    117     39467   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      3.50      0.00     23.07      2.30
    USSUB-AN       1984d   5080372   1984  320.0  320.0  320.0     11   87.14  178.33   87.00   87.20  178.20  178.47     26     17556   -999.00   -999.00   -999.00   -999.00    117.00     46.00    130.00   -999.00      2.90      0.00     19.72      1.80
    USSUB-AN       1984d   5080373   1984  320.0  320.0  320.0     11   84.75  177.98   84.50   85.10  177.80  178.17     37     26201   -999.00   -999.00   -999.00   -999.00    118.00     52.00    130.00   -999.00      3.35      0.00     18.91      2.28
    USSUB-AN       1984d   5080374   1984  320.0  320.0  320.0     11   84.20  178.26   83.90   84.50  178.20  178.31     57     18979   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      3.52      0.00     20.71      2.41
    USSUB-AN       1984d   5080375   1984  320.0  320.0  320.0     11   83.60  178.06   83.30   83.90  177.90  178.21     59     26188   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      3.36      0.00     18.55      2.31
    USSUB-AN       1984d   5080376   1984  320.0  320.0  320.0     11   83.10  177.90   83.00   83.20  177.90  177.90     36     10288   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      3.85      0.00     19.83      2.75
    USSUB-AN       1984d   5080377   1984  320.0  320.0  320.0     11   82.10  178.12   81.80   82.40  178.00  178.24    141     50282   -999.00   -999.00   -999.00   -999.00    127.00     52.00    130.00   -999.00      3.12      0.00     18.57      1.91
    USSUB-AN       1984d   5080378   1984  320.0  320.0  320.0     11   81.52  178.18   81.30   81.70  178.10  178.26     26     12094   -999.00   -999.00   -999.00   -999.00     95.00     76.00    130.00   -999.00      2.65      0.00     13.95      1.76
    USSUB-AN       1984d   5080379   1984  320.0  320.0  320.0     11   81.05  178.05   80.90   81.20  178.00  178.10     40     11735   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      2.99      0.00     18.60      2.03
    USSUB-AN       1984d   5080380   1984  320.0  320.0  320.0     11   80.57  177.99   80.30   80.80  177.90  178.07     51     17632   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      3.48      0.00     20.26      2.55
    USSUB-AN       1984d   5080381   1984  320.0  320.0  320.0     11   80.06  177.85   79.80   80.30  177.80  177.89    117     33508   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      2.91      0.04     15.30      1.89
    USSUB-AN       1984d   5080382   1984  320.0  320.0  320.0     11   79.55  178.21   79.30   79.80  177.80  178.62     49     14281   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      2.96      0.00     18.53      1.84
    USSUB-AN       1984d   5080383   1984  320.0  320.0  320.0     11   79.15  178.85   79.00   79.30  178.60  179.11     40     11564   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      2.58      0.00     14.97      1.84
    USSUB-AN       1984d   5080384   1984  320.0  320.0  320.0     11   79.40  178.47   79.00   79.80  177.80  179.15     90     25845   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      2.79      0.00     18.53      1.85
    USSUB-AN       1984d   5080385   1984  320.0  320.0  320.0     11   78.60  179.90   78.40   78.80  179.60  180.21     49     14270   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      2.95      0.00     17.10      1.90
    USSUB-AN       1984d   5080386   1984  320.0  320.0  320.0     11   78.15 -179.49   77.90   78.40 -179.80 -179.19     50     14265   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      2.83      0.00     17.18      1.97
    USSUB-AN       1984d   5080387   1984  320.0  320.0  320.0     11   77.65 -178.89   77.40   77.90 -179.20 -178.59     49     14267   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      2.64      0.00     17.32      1.78
    USSUB-AN       1984d   5080388   1984  320.0  320.0  320.0     11   77.15 -178.36   76.90   77.40 -178.60 -178.12     61     17422   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      2.56      0.00     15.43      1.79
    USSUB-AN       1984d   5080389   1984  320.0  320.0  320.0     11   76.60 -178.00   76.40   76.80 -178.20 -177.79     49     14228   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      2.05      0.00     19.19      1.67
    USSUB-AN       1984d   5080390   1984  320.0  320.0  320.0     11   76.20 -177.60   76.00   76.40 -177.80 -177.39     49     14256   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      2.52      0.00     20.88      2.36
    USSUB-AN       1984d   5080391   1984  320.0  320.0  320.0     11   75.85 -177.30   75.70   76.00 -177.40 -177.20     39     11304   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      2.10      0.00     15.59      1.74
    USSUB-AN       1984d   5080392   1984  320.0  320.0  320.0     11   77.25 -178.61   75.70   78.80  179.60 -536.81    350    100012   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      2.54      0.00     20.88      1.93
    USSUB-AN       1984d   5080393   1984  320.0  320.0  320.0     11   75.25 -176.90   75.10   75.40 -177.00 -176.80     46     13744   -999.00   -999.00   -999.00   -999.00    130.00    130.00    130.00   -999.00      2.01      0.00     16.43      1.76
    USSUB-AN       1987c   5120394   1987  145.0  145.0  145.0      5   75.68  175.70   75.50   75.80  174.80  176.60     92     42912   -999.00   -999.00   -999.00   -999.00     91.00     91.00     91.00   -999.00      2.45      0.00     16.76      1.68
    USSUB-AN       1987c   5120395   1987  145.0  145.0  145.0      5   76.96  175.13   76.70   77.20  174.40  175.87    147     53780   -999.00   -999.00   -999.00   -999.00     89.00     46.00     91.00   -999.00      3.19      0.10     20.90      2.12
    USSUB-AN       1987c   5120396   1987  145.0  145.0  145.0      5   76.65  176.96   76.50   76.80  176.30  177.61     47     22143   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.15      0.17     24.93      2.36
    USSUB-AN       1987c   5120397   1987  145.0  145.0  145.0      5   76.30  178.45   76.20   76.40  177.90  179.01     32     14985   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.21      0.00     17.81      2.22
    USSUB-AN       1987c   5120398   1987  145.0  145.0  145.0      5   76.50  177.68   76.20   76.80  176.30  179.06     79     37128   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.17      0.00     24.93      2.30
    USSUB-AN       1987c   5120399   1987  145.0  145.0  145.0      5   76.15  179.90   76.10   76.20  179.10  180.71     49     16193   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.99      0.00     17.49      2.05
    USSUB-AN       1987c   5120400   1987  145.0  145.0  145.0      5   75.97 -178.63   75.80   76.10 -179.30 -177.96     41     16043   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.91      0.00     19.14      2.02
    USSUB-AN       1987c   5120401   1987  145.0  145.0  145.0      5   76.05 -179.59   75.90   76.20  179.10 -538.27     84     27371   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.94      0.00     19.14      2.05
    USSUB-AN       1987c   5120402   1987  145.0  145.0  145.0      5   75.41 -176.84   75.20   75.80 -177.80 -175.89    128     49440   -999.00   -999.00   -999.00   -999.00    106.00     91.00    125.00   -999.00      2.87      0.00     29.71      1.92
    USSUB-AN       1987c   5120403   1987  145.0  145.0  145.0      5   75.27 -175.06   75.20   75.50 -176.00 -174.11     96     34911   -999.00   -999.00   -999.00   -999.00    123.00     46.00    125.00   -999.00      2.80      0.00     23.59      1.90
    USSUB-AN       1987c   5120404   1987  145.0  145.0  145.0      5   75.55 -176.33   75.30   75.80 -177.50 -175.16     77     26212   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      2.97      0.00     29.71      2.21
    USSUB-AN       1987c   5120405   1987  176.0  156.0  176.0      6   75.14 -172.84   74.80   75.20 -174.10 -171.58    153     59597   -999.00   -999.00   -999.00   -999.00    111.00     46.00    125.00   -999.00      3.00      0.00     17.73      1.74
    USSUB-AN       1987c   5120406   1987  176.0  156.0  176.0      6   75.00 -171.22   74.70   75.20 -172.30 -170.13    112     49910   -999.00   -999.00   -999.00   -999.00    101.00     46.00    125.00   -999.00      2.89      0.00     24.04      1.63
    USSUB-AN       1987c   5120407   1987  166.0  166.0  166.0      6   79.90  167.45   79.70   80.10  167.20  167.69     49     16232   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.14      0.00     20.50      1.84
    USSUB-AN       1987c   5120408   1987  166.0  166.0  166.0      6   80.32  168.02   80.10   80.60  167.70  168.33     53     17063   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.14      0.00     17.95      1.89
    USSUB-AN       1987c   5120409   1987  166.0  166.0  166.0      6   80.15  167.77   79.70   80.60  167.20  168.34    103     33295   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.14      0.00     20.50      1.87
    USSUB-AN       1987c   5120410   1987  166.0  166.0  166.0      6   80.80  169.10   80.70   80.90  168.80  169.39     30      9783   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.44      0.00     18.58      2.22
    USSUB-AN       1987c   5120411   1987  166.0  166.0  166.0      6   81.20  170.24   81.00   81.40  169.60  170.87     49     12982   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.19      0.00     19.20      1.77
    USSUB-AN       1987c   5120412   1987  166.0  166.0  166.0      6   81.65  171.43   81.40   81.90  170.90  171.97     49     12996   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.30      0.03     18.77      1.84
    USSUB-AN       1987c   5120413   1987  166.0  166.0  166.0      6   82.11  172.05   81.90   82.30  172.00  172.10     51     13489   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.39      0.00     20.50      2.03
    USSUB-AN       1987c   5120414   1987  166.0  166.0  166.0      6   81.65  170.75   81.00   82.30  169.60  171.91    151     39467   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.30      0.00     20.50      1.89
    USSUB-AN       1987c   5120415   1987  166.0  166.0  166.0      6   82.55  172.10   82.30   82.80  172.10  172.10     50     16575   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.41      0.03     20.54      2.12
    USSUB-AN       1987c   5120416   1987  166.0  166.0  166.0      6   83.00  172.15   82.80   83.20  172.10  172.20     49     16781   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.40      0.07     17.85      1.95
    USSUB-AN       1987c   5120417   1987  166.0  166.0  166.0      6   83.55  172.20   83.20   83.80  172.20  172.20     55     26960   -999.00   -999.00   -999.00   -999.00    111.00     46.00    125.00   -999.00      2.84      0.00     21.21      2.45
    USSUB-AN       1987c   5120418   1987  166.0  166.0  166.0      6   83.05  172.15   82.30   83.80  172.10  172.19    145     49065   -999.00   -999.00   -999.00   -999.00    125.00    125.00    125.00   -999.00      3.16      0.00     21.21      2.20
    USSUB-AN       1987c   5120419   1987  166.0  166.0  166.0      6   84.18  172.15   83.80   84.40  172.10  172.20     53     21065   -999.00   -999.00   -999.00   -999.00    120.00     46.00    125.00   -999.00      3.51      0.00     23.99      2.05
