      Source    Campaign     Index   Year   Yday MinDay MaxDay  Month     Lat     Lon  MinLat  MaxLat  MinLon  MaxLon Length    Nsamps  Avg_none  Min_none  Max_none   SD_none Avg_frbrd Min_frbrd Max_frbrd  SD_frbrd Avg_thkns Min_thkns Max_thkns  SD_thkns
   ICESAT1-G          3f  11020576   2006  161.3  151.0  167.0      6   81.88    7.91   81.65   82.11    6.77    9.69     91       536   -999.00   -999.00   -999.00   -999.00      0.43      0.00      1.38      0.20      2.46      0.00     10.69      1.31
   ICESAT1-G          3f  11020577   2006  156.5  147.0  164.0      6   81.44   -4.90   81.21   81.69   -6.22   -3.48    133       787   -999.00   -999.00   -999.00   -999.00      0.58      0.00      1.59      0.26      3.30      0.00     12.21      1.92
   ICESAT1-G          3f  11020578   2006  159.0  151.0  167.0      6   81.43    4.70   81.21   81.69    3.43    6.21     88       523   -999.00   -999.00   -999.00   -999.00      0.41      0.00      1.03      0.18      2.28      0.00      7.34      1.09
   ICESAT1-G          3f  11020579   2006  158.8  149.0  167.0      6   81.34   10.64   81.13   81.56    9.22   12.02     87       515   -999.00   -999.00   -999.00   -999.00      0.34      0.00      0.89      0.13      1.95      0.00      6.04      0.79
   ICESAT1-G          3f  11020580   2006  158.8  148.0  176.0      6   80.78  -12.76   80.57   81.04  -13.45  -11.99    105       622   -999.00   -999.00   -999.00   -999.00      0.19      0.00      0.76      0.11      0.97      0.00      4.81      0.53
   ICESAT1-G          3f  11020581   2006  161.4  147.0  176.0      6   80.33  -12.00   80.11   80.58  -13.47  -10.79    153       904   -999.00   -999.00   -999.00   -999.00      0.42      0.00      1.87      0.27      2.33      0.00     14.92      1.97
   ICESAT1-G          3f  11020582   2006  146.7  145.0  148.0      5   79.66  -16.29   79.42   79.90  -16.79  -15.75     86       511   -999.00   -999.00   -999.00   -999.00      0.59      0.00      1.83      0.28      3.26      0.00     14.44      2.19
   ICESAT1-G          3f  11020583   2006  165.5  147.0  177.0      6   79.81  -13.74   79.59   80.05  -15.78  -12.88    122       722   -999.00   -999.00   -999.00   -999.00      0.53      0.00      2.02      0.27      2.91      0.00     16.67      2.10
   ICESAT1-G          3f  11020584   2006  153.6  150.0  158.0      6   80.02   -7.15   79.80   80.25   -8.07   -6.18     91       537   -999.00   -999.00   -999.00   -999.00      0.70      0.00      2.54      0.36      4.27      0.00     21.16      3.01
   ICESAT1-G          3f  11020585   2006  156.5  146.0  171.0      6   79.10  -18.08   78.83   79.33  -18.81  -17.33     98       577   -999.00   -999.00   -999.00   -999.00      0.58      0.00      3.82      0.39      3.34      0.00     33.02      3.04
   ICESAT1-G          3f  11020586   2006  156.8  146.0  164.0      6   78.64  -17.42   78.41   78.91  -18.59  -16.56    123       728   -999.00   -999.00   -999.00   -999.00      0.59      0.00      3.49      0.38      3.11      0.00     29.56      3.08
   ICESAT1-G          3f  11020587   2006  155.2  146.0  164.0      6   78.22  -16.90   77.98   78.48  -17.93  -15.77    170      1003   -999.00   -999.00   -999.00   -999.00      0.61      0.00      2.23      0.34      3.26      0.00     18.04      2.68
   ICESAT1-G          3f  11020588   2006  153.1  147.0  164.0      6   77.66  -18.08   77.46   77.89  -18.81  -17.33     87       514   -999.00   -999.00   -999.00   -999.00      0.57      0.07      2.35      0.35      3.06      0.26     19.07      2.69
   ICESAT1-G          3f  11020589   2006  154.4  146.0  163.0      6   77.81  -16.39   77.55   78.05  -17.33  -15.24    120       710   -999.00   -999.00   -999.00   -999.00      0.78      0.00      2.22      0.41      4.68      0.00     17.67      3.39
   ICESAT1-G          3f  11020590   2006  157.8  147.0  171.0      6   76.75  -16.82   76.51   77.02  -17.49  -16.28    107       633   -999.00   -999.00   -999.00   -999.00      0.83      0.00      3.32      0.43      4.99      0.00     27.80      3.53
   ICESAT1-G          3f  11020591   2006  159.9  147.0  171.0      6   76.33  -16.63   76.07   76.59  -17.67  -15.61    131       772   -999.00   -999.00   -999.00   -999.00      0.74      0.00      2.27      0.40      4.26      0.00     18.23      3.18
   ICESAT1-G          3f  11020592   2006  158.4  146.0  171.0      6   75.78  -17.84   75.55   76.05  -18.51  -17.06    142       841   -999.00   -999.00   -999.00   -999.00      0.54      0.00      2.42      0.32      2.73      0.00     19.67      2.34
   ICESAT1-G          3f  11020593   2006  155.2  147.0  164.0      6   75.88  -16.14   75.63   76.16  -16.98  -15.20    124       735   -999.00   -999.00   -999.00   -999.00      0.69      0.00      2.20      0.35      3.71      0.00     17.42      2.78
   ICESAT1-G          3f  11020594   2006  149.4  146.0  154.0      5   75.33  -17.38   75.11   75.56  -17.92  -16.63    124       734   -999.00   -999.00   -999.00   -999.00      0.69      0.00      2.52      0.39      3.81      0.00     20.53      3.14
   ICESAT1-G          3f  11020595   2006  153.9  146.0  174.0      6   74.11  -19.23   73.94   74.34  -19.80  -18.80     87       512   -999.00   -999.00   -999.00   -999.00      0.59      0.00      2.09      0.31      2.96      0.00     16.45      2.36
   ICESAT1-G          3f  11020596   2006  151.4  146.0  174.0      5   73.79  -19.17   73.55   73.98  -19.57  -18.65    102       600   -999.00   -999.00   -999.00   -999.00      0.62      0.00      2.57      0.31      3.13      0.00     20.92      2.36
   ICESAT1-G          3g  11030000   2006  307.7  302.0  310.0     11   70.19  163.06   69.94   70.44  162.49  163.43     90       534   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.40      0.07      0.48      0.00      2.08      0.28
   ICESAT1-G          3g  11030001   2006  314.6  311.0  319.0     11   71.40  174.99   71.16   71.63  174.47  175.59     87       512   -999.00   -999.00   -999.00   -999.00      0.12      0.00      0.23      0.04      0.29      0.00      0.69      0.11
   ICESAT1-G          3g  11030002   2006  305.3  302.0  310.0     11   70.58  162.89   70.35   70.86  162.56  163.55     98       582   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.43      0.06      0.58      0.00      2.32      0.33
   ICESAT1-G          3g  11030003   2006  306.7  299.0  328.0     11   71.34  160.79   71.11   71.55  159.87  161.50    113       668   -999.00   -999.00   -999.00   -999.00      0.14      0.00      0.64      0.06      0.34      0.00      4.17      0.22
   ICESAT1-G          3g  11030004   2006  306.1  299.0  311.0     11   71.91  161.40   71.62   72.16  160.80  161.90    151       894   -999.00   -999.00   -999.00   -999.00      0.12      0.00      0.23      0.04      0.29      0.00      0.55      0.09
   ICESAT1-G          3g  11030005   2006  318.7  303.0  328.0     11   71.74  160.34   71.49   72.01  159.94  160.80     91       541   -999.00   -999.00   -999.00   -999.00      0.13      0.00      0.37      0.06      0.31      0.00      1.67      0.18
   ICESAT1-G          3g  11030006   2006  306.5  300.0  313.0     11   73.27 -178.93   73.04   73.49 -179.19 -178.66     86       509   -999.00   -999.00   -999.00   -999.00      0.14      0.00      0.34      0.05      0.37      0.00      1.75      0.26
   ICESAT1-G          3g  11030007   2006  307.1  303.0  311.0     11   73.14  172.78   72.91   73.37  172.19  173.36     95       560   -999.00   -999.00   -999.00   -999.00      0.15      0.00      0.48      0.06      0.38      0.00      3.06      0.26
   ICESAT1-G          3g  11030008   2006  315.8  301.0  326.0     11   72.82  167.11   72.58   73.07  166.69  167.56     90       531   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.38      0.06      0.46      0.00      1.93      0.24
   ICESAT1-G          3g  11030009   2006  308.9  299.0  328.0     11   72.33  161.04   72.06   72.59  160.44  161.92    189      1114   -999.00   -999.00   -999.00   -999.00      0.14      0.00      0.50      0.08      0.40      0.00      3.10      0.42
   ICESAT1-G          3g  11030010   2006  305.9  300.0  313.0     11   73.70 -178.91   73.49   73.95 -179.63 -178.38    118       699   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.59      0.08      0.72      0.00      4.20      0.52
   ICESAT1-G          3g  11030011   2006  307.6  302.0  314.0     11   73.12  164.62   72.89   73.38  164.22  165.02     98       578   -999.00   -999.00   -999.00   -999.00      0.20      0.00      0.52      0.09      0.67      0.00      3.34      0.51
   ICESAT1-G          3g  11030012   2006  309.7  298.0  319.0     11   73.02  163.12   72.76   73.27  162.64  163.59    112       661   -999.00   -999.00   -999.00   -999.00      0.13      0.00      0.39      0.05      0.31      0.00      1.96      0.15
   ICESAT1-G          3g  11030013   2006  310.0  303.0  328.0     11   72.91  161.99   72.68   73.12  161.17  162.64     91       536   -999.00   -999.00   -999.00   -999.00      0.14      0.00      0.39      0.06      0.35      0.00      1.99      0.22
   ICESAT1-G          3g  11030014   2006  310.7  299.0  328.0     11   72.74  160.77   72.50   73.01  160.06  161.47    147       870   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.90      0.15      1.02      0.00      6.98      1.08
   ICESAT1-G          3g  11030015   2006  310.4  305.0  326.0     11   72.08  155.15   71.80   72.36  154.28  155.85    102       604   -999.00   -999.00   -999.00   -999.00      0.14      0.00      0.47      0.05      0.33      0.00      2.58      0.17
   ICESAT1-G          3g  11030016   2006  312.8  302.0  327.0     11   71.68  152.34   71.43   71.93  151.71  152.86    125       737   -999.00   -999.00   -999.00   -999.00      0.14      0.00      0.40      0.07      0.35      0.00      2.04      0.26
   ICESAT1-G          3g  11030017   2006  318.0  316.0  320.0     11   72.08 -152.04   71.84   72.33 -152.29 -151.79     90       535   -999.00   -999.00   -999.00   -999.00      0.13      0.00      0.31      0.05      0.44      0.00      2.01      0.32
   ICESAT1-G          3g  11030018   2006  324.3  318.0  331.0     11   73.06 -158.77   72.77   73.31 -159.30 -157.92    132       779   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.45      0.09      0.69      0.00      3.13      0.72
   ICESAT1-G          3g  11030019   2006  314.5  311.0  319.0     11   73.48 -162.99   73.20   73.71 -163.45 -162.19     93       548   -999.00   -999.00   -999.00   -999.00      0.16      0.00      0.34      0.06      0.50      0.00      1.98      0.32
   ICESAT1-G          3g  11030020   2006  318.6  300.0  328.0     11   73.66 -164.88   73.39   73.86 -165.31 -164.33    113       669   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.55      0.09      0.99      0.00      3.99      0.69
   ICESAT1-G          3g  11030021   2006  306.4  300.0  316.0     11   74.18 -179.24   73.94   74.40 -180.00 -178.33    100       592   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.78      0.08      0.54      0.00      5.87      0.50
   ICESAT1-G          3g  11030022   2006  307.1  298.0  319.0     11   73.44  162.86   73.20   73.71  162.20  163.78    133       785   -999.00   -999.00   -999.00   -999.00      0.13      0.00      0.41      0.05      0.30      0.00      2.12      0.16
   ICESAT1-G          3g  11030023   2006  318.5  303.0  328.0     11   73.33  161.65   73.06   73.58  161.10  162.20     98       577   -999.00   -999.00   -999.00   -999.00      0.15      0.00      0.63      0.06      0.38      0.00      4.21      0.26
   ICESAT1-G          3g  11030024   2006  312.6  300.0  325.0     11   72.82  156.97   72.57   73.07  156.53  157.40     94       557   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.40      0.06      0.48      0.00      2.23      0.26
   ICESAT1-G          3g  11030025   2006  310.5  305.0  317.0     11   72.64  155.72   72.38   72.92  155.24  156.20    118       699   -999.00   -999.00   -999.00   -999.00      0.13      0.00      0.42      0.06      0.33      0.00      2.36      0.20
   ICESAT1-G          3g  11030026   2006  314.9  302.0  327.0     11   72.06  151.76   71.80   72.33  151.34  152.18     96       565   -999.00   -999.00   -999.00   -999.00      0.13      0.00      0.44      0.06      0.35      0.00      2.70      0.25
   ICESAT1-G          3g  11030027   2006  323.8  319.0  331.0     11   72.02 -148.62   71.75   72.25 -149.23 -147.60     93       551   -999.00   -999.00   -999.00   -999.00      0.13      0.00      0.37      0.06      0.46      0.00      2.59      0.37
   ICESAT1-G          3g  11030028   2006  316.7  300.0  325.0     11   73.09 -154.97   72.79   73.36 -155.39 -154.50     92       544   -999.00   -999.00   -999.00   -999.00      0.14      0.00      0.33      0.06      0.46      0.00      2.08      0.34
   ICESAT1-G          3g  11030029   2006  328.7  318.0  331.0     11   73.48 -158.56   73.21   73.73 -159.07 -158.18     91       539   -999.00   -999.00   -999.00   -999.00      0.15      0.00      0.42      0.06      0.49      0.00      2.79      0.38
   ICESAT1-G          3g  11030030   2006  316.9  310.0  326.0     11   73.60 -159.60   73.32   73.88 -160.35 -158.61    103       606   -999.00   -999.00   -999.00   -999.00      0.30      0.00      0.97      0.24      1.77      0.00      7.93      2.14
   ICESAT1-G          3g  11030031   2006  316.7  311.0  319.0     11   73.90 -162.77   73.64   74.15 -163.40 -162.30    120       706   -999.00   -999.00   -999.00   -999.00      0.14      0.00      0.37      0.05      0.39      0.00      2.26      0.24
   ICESAT1-G          3g  11030032   2006  318.3  300.0  328.0     11   74.03 -164.49   73.82   74.29 -165.00 -163.40    126       742   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.59      0.08      0.63      0.00      4.30      0.50
   ICESAT1-G          3g  11030033   2006  319.9  312.0  328.0     11   74.15 -165.75   73.89   74.40 -166.58 -164.92    101       595   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.42      0.07      0.57      0.00      2.65      0.48
   ICESAT1-G          3g  11030034   2006  312.0  308.0  316.0     11   74.62 -179.14   74.40   74.85 -179.80 -178.50     98       578   -999.00   -999.00   -999.00   -999.00      0.20      0.00      0.71      0.10      0.73      0.00      5.20      0.71
   ICESAT1-G          3g  11030035   2006  306.4  300.0  314.0     11   74.61  179.60   74.40   74.85  179.34  179.90     89       529   -999.00   -999.00   -999.00   -999.00      0.25      0.00      0.78      0.11      1.05      0.00      5.90      0.83
   ICESAT1-G          3g  11030036   2006  316.9  310.0  324.0     11   74.56  174.32   74.30   74.79  173.38  174.91    135       795   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.64      0.08      0.68      0.00      4.48      0.53
   ICESAT1-G          3g  11030037   2006  309.0  298.0  328.0     11   73.88  162.44   73.64   74.15  161.89  163.42    154       909   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.72      0.13      0.70      0.00      5.37      0.89
   ICESAT1-G          3g  11030038   2006  310.4  300.0  325.0     11   73.27  156.45   73.01   73.51  155.99  157.01    132       780   -999.00   -999.00   -999.00   -999.00      0.16      0.00      0.43      0.07      0.41      0.00      2.54      0.31
   ICESAT1-G          3g  11030039   2006  320.4  314.0  326.0     11   72.90  153.71   72.60   73.16  153.41  153.91     91       536   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.40      0.06      0.42      0.00      1.95      0.20
   ICESAT1-G          3g  11030040   2006  315.6  302.0  327.0     11   72.51  151.19   72.26   72.74  150.33  151.81    109       647   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.74      0.08      0.49      0.00      5.17      0.39
   ICESAT1-G          3g  11030041   2006  314.6  308.0  321.0     11   71.10 -141.94   70.85   71.40 -142.63 -141.61    125       739   -999.00   -999.00   -999.00   -999.00      0.14      0.01      0.35      0.08      0.64      0.03      2.54      0.62
   ICESAT1-G          3g  11030042   2006  317.2  313.0  325.0     11   71.37 -143.01   71.13   71.66 -143.84 -142.03     98       578   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.43      0.10      0.88      0.00      3.26      0.83
   ICESAT1-G          3g  11030043   2006  329.1  327.0  331.0     11   72.41 -147.92   72.11   72.67 -148.16 -147.64    105       621   -999.00   -999.00   -999.00   -999.00      0.13      0.00      0.39      0.05      0.40      0.00      2.63      0.28
   ICESAT1-G          3g  11030044   2006  319.8  300.0  325.0     11   73.71 -155.89   73.44   73.95 -156.57 -155.13    120       706   -999.00   -999.00   -999.00   -999.00      0.14      0.00      0.39      0.07      0.46      0.00      2.60      0.41
   ICESAT1-G          3g  11030045   2006  321.5  301.0  331.0     11   74.01 -159.05   73.79   74.24 -159.93 -158.04     98       581   -999.00   -999.00   -999.00   -999.00      0.34      0.00      0.94      0.25      2.08      0.00      7.59      2.29
   ICESAT1-G          3g  11030046   2006  312.4  302.0  318.0     11   74.21 -160.43   73.94   74.47 -161.46 -159.48    111       656   -999.00   -999.00   -999.00   -999.00      0.24      0.00      0.73      0.14      1.19      0.00      5.69      1.21
   ICESAT1-G          3g  11030047   2006  311.0  302.0  319.0     11   74.33 -162.19   74.13   74.57 -162.99 -161.47    103       606   -999.00   -999.00   -999.00   -999.00      0.15      0.00      0.35      0.06      0.43      0.00      2.07      0.31
   ICESAT1-G          3g  11030048   2006  317.7  308.0  325.0     11   74.50 -163.82   74.23   74.74 -164.56 -162.89    143       845   -999.00   -999.00   -999.00   -999.00      0.16      0.01      0.39      0.05      0.46      0.02      2.32      0.29
   ICESAT1-G          3g  11030049   2006  318.5  312.0  326.0     11   74.73 -167.04   74.45   74.96 -167.98 -166.22    152       895   -999.00   -999.00   -999.00   -999.00      0.26      0.00      0.85      0.12      1.21      0.00      6.63      1.00
   ICESAT1-G          3g  11030050   2006  307.0  299.0  315.0     11   75.08 -177.36   74.84   75.30 -178.19 -176.45    108       637   -999.00   -999.00   -999.00   -999.00      0.19      0.00      0.68      0.10      0.70      0.00      4.98      0.70
   ICESAT1-G          3g  11030051   2006  313.8  308.0  316.0     11   75.07 -179.56   74.85   75.31 -180.00 -179.00     99       583   -999.00   -999.00   -999.00   -999.00      0.23      0.00      1.42      0.13      0.96      0.00     11.87      0.99
   ICESAT1-G          3g  11030052   2006  304.6  300.0  314.0     10   75.08  179.48   74.86   75.31  178.88  180.00     88       523   -999.00   -999.00   -999.00   -999.00      0.22      0.00      1.05      0.12      0.87      0.00      8.45      0.90
   ICESAT1-G          3g  11030053   2006  315.9  301.0  326.0     11   75.03  175.77   74.82   75.27  174.78  176.51    125       736   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.58      0.09      0.59      0.00      3.86      0.54
   ICESAT1-G          3g  11030054   2006  313.4  310.0  324.0     11   74.96  174.19   74.77   75.22  173.89  174.78     90       534   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.59      0.08      0.54      0.00      4.03      0.48
   ICESAT1-G          3g  11030055   2006  315.2  301.0  326.0     11   74.80  168.92   74.55   75.04  168.34  169.50    116       683   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.95      0.14      0.87      0.00      7.38      1.00
   ICESAT1-G          3g  11030056   2006  311.0  303.0  328.0     11   74.47  163.43   74.20   74.74  162.73  164.28    143       846   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.54      0.08      0.50      0.00      3.62      0.42
   ICESAT1-G          3g  11030057   2006  313.7  298.0  328.0     11   74.30  162.28   74.07   74.54  161.43  163.01     96       570   -999.00   -999.00   -999.00   -999.00      0.25      0.00      0.70      0.16      1.21      0.00      5.12      1.27
   ICESAT1-G          3g  11030058   2006  311.5  300.0  325.0     11   73.69  156.08   73.46   73.95  154.98  156.65    145       855   -999.00   -999.00   -999.00   -999.00      0.14      0.00      0.47      0.06      0.36      0.01      2.65      0.25
   ICESAT1-G          3g  11030059   2006  321.9  315.0  327.0     11   72.88  150.72   72.63   73.16  150.52  150.96     87       517   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.63      0.09      0.67      0.00      4.10      0.53
   ICESAT1-G          3g  11030060   2006  304.6  299.0  328.0     10   72.67  149.08   72.40   72.92  148.02  149.57     91       541   -999.00   -999.00   -999.00   -999.00      0.19      0.00      0.49      0.07      0.57      0.00      3.09      0.44
   ICESAT1-G          3g  11030061   2006  319.7  308.0  325.0     11   71.72 -142.28   71.43   71.96 -143.07 -141.31    114       671   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.43      0.10      0.84      0.00      3.15      0.79
   ICESAT1-G          3g  11030062   2006  316.7  313.0  325.0     11   72.01 -143.11   71.72   72.28 -143.53 -142.42    143       847   -999.00   -999.00   -999.00   -999.00      0.11      0.00      0.75      0.06      0.38      0.00      6.14      0.40
   ICESAT1-G          3g  11030063   2006  323.5  314.0  330.0     11   72.54 -145.54   72.24   72.77 -146.64 -144.89    132       781   -999.00   -999.00   -999.00   -999.00      0.13      0.00      0.51      0.08      0.51      0.00      3.80      0.58
   ICESAT1-G          3g  11030064   2006  317.9  314.0  327.0     11   72.79 -146.92   72.51   73.09 -147.77 -146.07     92       544   -999.00   -999.00   -999.00   -999.00      0.13      0.00      0.32      0.05      0.40      0.00      2.01      0.29
   ICESAT1-G          3g  11030065   2006  322.2  311.0  331.0     11   72.99 -148.43   72.75   73.25 -149.15 -148.04    109       646   -999.00   -999.00   -999.00   -999.00      0.22      0.03      0.54      0.09      1.07      0.08      4.06      0.71
   ICESAT1-G          3g  11030066   2006  313.5  300.0  325.0     11   74.11 -155.80   73.85   74.39 -156.14 -155.33    119       702   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.46      0.08      0.63      0.00      3.25      0.53
   ICESAT1-G          3g  11030067   2006  313.9  301.0  318.0     11   74.59 -159.69   74.32   74.81 -160.59 -159.01    107       630   -999.00   -999.00   -999.00   -999.00      0.20      0.00      0.60      0.09      0.79      0.00      4.38      0.67
   ICESAT1-G          3g  11030068   2006  310.7  302.0  318.0     11   74.76 -161.63   74.48   75.01 -162.30 -160.59    148       874   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.40      0.06      0.54      0.00      2.51      0.41
   ICESAT1-G          3g  11030069   2006  315.5  300.0  325.0     11   74.92 -163.29   74.63   75.16 -164.27 -162.30    164       965   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.69      0.10      0.68      0.00      5.19      0.74
   ICESAT1-G          3g  11030070   2006  309.1  303.0  319.0     11   75.05 -164.78   74.76   75.25 -165.60 -163.88     89       529   -999.00   -999.00   -999.00   -999.00      0.26      0.00      0.88      0.12      1.25      0.00      6.92      1.00
   ICESAT1-G          3g  11030071   2006  319.5  303.0  326.0     11   75.15 -166.88   74.90   75.40 -167.56 -165.60    173      1019   -999.00   -999.00   -999.00   -999.00      0.29      0.00      1.01      0.15      1.49      0.00      8.14      1.22
   ICESAT1-G          3g  11030072   2006  307.8  302.0  312.0     11   75.25 -168.23   75.00   75.48 -169.06 -167.56    136       802   -999.00   -999.00   -999.00   -999.00      0.30      0.03      1.08      0.14      1.56      0.06      8.84      1.18
   ICESAT1-G          3g  11030073   2006  314.0  299.0  315.0     11   75.49 -176.75   75.28   75.74 -178.21 -176.34     88       520   -999.00   -999.00   -999.00   -999.00      0.24      0.00      0.93      0.13      0.98      0.00      7.26      0.99
   ICESAT1-G          3g  11030074   2006  309.8  299.0  316.0     11   75.53 -179.20   75.31   75.76 -180.00 -178.21    132       782   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.90      0.12      0.79      0.00      6.93      0.81
   ICESAT1-G          3g  11030075   2006  304.5  300.0  316.0     10   75.54  179.04   75.31   75.76  178.32  180.00     91       541   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.78      0.10      0.62      0.00      5.83      0.72
   ICESAT1-G          3g  11030076   2006  303.6  301.0  309.0     10   75.31  170.20   75.07   75.56  169.70  170.93    136       801   -999.00   -999.00   -999.00   -999.00      0.26      0.00      0.90      0.16      1.24      0.00      6.95      1.28
   ICESAT1-G          3g  11030077   2006  312.0  310.0  326.0     11   75.23  168.03   75.00   75.45  167.58  169.21     97       572   -999.00   -999.00   -999.00   -999.00      0.29      0.00      0.75      0.12      1.27      0.00      5.48      0.95
   ICESAT1-G          3g  11030078   2006  316.1  303.0  328.0     11   74.88  163.12   74.63   75.15  162.40  164.29    145       858   -999.00   -999.00   -999.00   -999.00      0.19      0.00      0.62      0.09      0.60      0.00      4.39      0.49
   ICESAT1-G          3g  11030079   2006  313.7  300.0  330.0     11   74.33  157.12   74.04   74.56  155.71  157.59    112       660   -999.00   -999.00   -999.00   -999.00      0.16      0.00      0.83      0.11      0.56      0.00      6.08      0.67
   ICESAT1-G          3g  11030080   2006  313.5  300.0  325.0     11   74.09  155.26   73.81   74.37  154.53  156.16    164       966   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.97      0.09      0.50      0.00      7.43      0.48
   ICESAT1-G          3g  11030081   2006  312.0  302.0  327.0     11   73.44  150.91   73.23   73.68  150.23  151.48    117       690   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.86      0.11      0.59      0.00      6.29      0.71
   ICESAT1-G          3g  11030082   2006  305.3  299.0  327.0     11   73.25  149.41   72.98   73.55  148.75  150.55     92       547   -999.00   -999.00   -999.00   -999.00      0.15      0.00      0.46      0.07      0.41      0.00      2.57      0.36
   ICESAT1-G          3g  11030083   2006  313.1  304.0  320.0     11   71.79 -140.09   71.50   72.04 -141.01 -139.36     85       500   -999.00   -999.00   -999.00   -999.00      0.16      0.00      0.59      0.08      0.69      0.00      4.59      0.69
   ICESAT1-G          3g  11030084   2006  321.5  317.0  325.0     11   72.35 -142.59   72.09   72.57 -143.08 -142.02    127       751   -999.00   -999.00   -999.00   -999.00      0.16      0.01      0.86      0.08      0.65      0.02      7.05      0.62
   ICESAT1-G          3g  11030085   2006  324.5  314.0  330.0     11   73.16 -145.95   72.90   73.38 -147.16 -145.13    104       612   -999.00   -999.00   -999.00   -999.00      0.13      0.00      0.52      0.06      0.42      0.00      3.74      0.37
   ICESAT1-G          3g  11030086   2006  316.9  302.0  322.0     11   73.48 -147.42   73.10   73.71 -148.04 -146.48    120       711   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.61      0.11      0.75      0.00      4.64      0.88
   ICESAT1-G          3g  11030087   2006  310.9  299.0  324.0     11   74.29 -153.15   74.05   74.57 -154.12 -152.60    110       652   -999.00   -999.00   -999.00   -999.00      0.26      0.00      0.75      0.14      1.41      0.00      5.80      1.19
   ICESAT1-G          3g  11030088   2006  313.4  300.0  325.0     11   74.68 -156.10   74.42   74.99 -156.87 -155.20    190      1119   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.66      0.09      0.91      0.01      4.98      0.74
   ICESAT1-G          3g  11030089   2006  307.1  301.0  315.0     11   75.03 -159.21   74.76   75.33 -159.87 -158.51    102       600   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.81      0.09      0.86      0.00      6.38      0.73
   ICESAT1-G          3g  11030090   2006  315.8  301.0  318.0     11   75.19 -161.30   74.93   75.46 -161.89 -159.87    130       769   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.71      0.11      0.95      0.00      5.35      0.83
   ICESAT1-G          3g  11030091   2006  309.5  300.0  325.0     11   75.34 -162.65   75.07   75.60 -163.59 -161.86    208      1224   -999.00   -999.00   -999.00   -999.00      0.25      0.00      1.10      0.12      1.19      0.00      9.03      0.97
   ICESAT1-G          3g  11030092   2006  318.7  303.0  326.0     11   75.55 -166.35   75.31   75.83 -167.22 -165.70    124       734   -999.00   -999.00   -999.00   -999.00      0.31      0.00      1.13      0.15      1.65      0.00      9.33      1.27
   ICESAT1-G          3g  11030093   2006  310.3  302.0  320.0     11   75.68 -167.93   75.44   75.94 -168.62 -167.22    186      1095   -999.00   -999.00   -999.00   -999.00      0.32      0.00      1.40      0.18      1.80      0.00     11.77      1.47
   ICESAT1-G          3g  11030094   2006  307.3  298.0  314.0     11   75.94 -175.82   75.73   76.18 -176.22 -174.58     98       582   -999.00   -999.00   -999.00   -999.00      0.25      0.00      0.99      0.13      1.09      0.00      7.83      0.96
   ICESAT1-G          3g  11030095   2006  310.6  300.0  316.0     11   75.98  179.09   75.76   76.22  178.13  179.91     95       564   -999.00   -999.00   -999.00   -999.00      0.21      0.00      1.16      0.12      0.81      0.00      9.38      0.87
   ICESAT1-G          3g  11030096   2006  308.4  301.0  316.0     11   75.96  175.25   75.72   76.18  174.88  175.61     91       539   -999.00   -999.00   -999.00   -999.00      0.15      0.00      0.54      0.08      0.44      0.00      3.58      0.48
   ICESAT1-G          3g  11030097   2006  308.5  302.0  312.0     11   75.62  167.66   75.44   75.90  167.24  168.32     99       588   -999.00   -999.00   -999.00   -999.00      0.20      0.00      0.72      0.10      0.72      0.00      5.27      0.71
