      Source    Campaign     Index   Year   Yday MinDay MaxDay  Month     Lat     Lon  MinLat  MaxLat  MinLon  MaxLon Length    Nsamps  Avg_none  Min_none  Max_none   SD_none Avg_frbrd Min_frbrd Max_frbrd  SD_frbrd Avg_thkns Min_thkns Max_thkns  SD_thkns
   ICESAT1-G          3i  11050004   2007  292.6  282.0  307.0     10   74.53 -144.55   74.30   74.76 -145.67 -143.56     98       579   -999.00   -999.00   -999.00   -999.00      0.26      0.00      0.72      0.12      1.45      0.00      5.59      1.01
   ICESAT1-G          3i  11050005   2007  292.2  280.0  305.0     10   75.04 -147.59   74.74   75.30 -148.46 -146.82     96       566   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.69      0.09      1.12      0.00      5.28      0.77
   ICESAT1-G          3i  11050006   2007  288.0  282.0  307.0     10   74.89 -144.09   74.61   75.15 -144.55 -143.63    109       643   -999.00   -999.00   -999.00   -999.00      0.27      0.01      0.67      0.12      1.56      0.02      5.10      1.07
   ICESAT1-G          3i  11050007   2007  287.6  280.0  291.0     10   75.39 -146.82   75.11   75.67 -147.49 -146.31    109       645   -999.00   -999.00   -999.00   -999.00      0.20      0.00      0.53      0.09      0.93      0.00      3.81      0.72
   ICESAT1-G          3i  11050008   2007  304.7  303.0  307.0     10   72.17  133.16   71.93   72.47  132.81  133.49     86       507   -999.00   -999.00   -999.00   -999.00      0.31      0.00      1.06      0.14      1.81      0.00      8.83      1.22
   ICESAT1-G          3i  11050009   2007  300.8  288.0  308.0     10   73.47 -135.12   73.21   73.77 -135.87 -134.41    116       684   -999.00   -999.00   -999.00   -999.00      0.38      0.02      1.54      0.22      2.59      0.03     13.45      2.06
   ICESAT1-G          3i  11050010   2007  288.2  284.0  300.0     10   73.79 -136.18   73.52   74.04 -136.78 -135.03    148       873   -999.00   -999.00   -999.00   -999.00      0.34      0.00      1.06      0.18      2.34      0.00      9.07      1.63
   ICESAT1-G          3i  11050011   2007  292.3  281.0  306.0     10   75.00 -141.21   74.72   75.27 -142.40 -140.25    118       697   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.72      0.11      1.01      0.00      5.51      0.90
   ICESAT1-G          3i  11050012   2007  296.1  280.0  305.0     10   76.02 -147.18   75.75   76.27 -147.72 -146.52    107       630   -999.00   -999.00   -999.00   -999.00      0.16      0.00      0.48      0.09      0.57      0.00      3.19      0.56
   ICESAT1-G          3i  11050013   2007  304.3  302.0  307.0     10   73.47  134.73   73.18   73.72  134.38  135.11     87       513   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.44      0.09      0.79      0.00      3.08      0.66
   ICESAT1-G          3i  11050014   2007  295.9  283.0  308.0     10   73.82 -133.95   73.59   74.07 -134.40 -133.49     96       566   -999.00   -999.00   -999.00   -999.00      0.46      0.00      1.63      0.22      3.36      0.00     14.16      1.93
   ICESAT1-G          3i  11050015   2007  297.0  292.0  308.0     10   74.10 -135.02   73.80   74.36 -135.66 -133.90    102       601   -999.00   -999.00   -999.00   -999.00      0.44      0.00      1.55      0.24      3.07      0.01     13.50      2.17
   ICESAT1-G          3i  11050016   2007  284.3  276.0  292.0     10   74.39 -136.12   74.14   74.66 -136.82 -135.14     96       568   -999.00   -999.00   -999.00   -999.00      0.34      0.00      1.23      0.17      2.26      0.00     10.46      1.54
   ICESAT1-G          3i  11050017   2007  280.7  277.0  285.0     10   75.06 -138.57   74.75   75.33 -139.23 -138.05    120       707   -999.00   -999.00   -999.00   -999.00      0.24      0.00      1.23      0.14      1.40      0.00     10.73      1.20
   ICESAT1-G          3i  11050018   2007  296.9  281.0  306.0     10   75.94 -142.62   75.68   76.21 -143.16 -142.09     93       550   -999.00   -999.00   -999.00   -999.00      0.23      0.01      0.74      0.11      1.04      0.02      5.65      0.89
   ICESAT1-G          3i  11050019   2007  288.0  281.0  291.0     10   76.68 -148.08   76.46   76.91 -148.72 -147.46    101       595   -999.00   -999.00   -999.00   -999.00      0.16      0.00      0.57      0.07      0.51      0.00      4.02      0.46
   ICESAT1-G          3i  11050020   2007  295.9  283.0  308.0     10   74.41 -133.77   74.12   74.66 -134.52 -132.96    176      1041   -999.00   -999.00   -999.00   -999.00      0.43      0.00      1.30      0.20      2.95      0.00     10.99      1.78
   ICESAT1-G          3i  11050021   2007  289.6  284.0  300.0     10   74.74 -134.85   74.47   74.97 -135.76 -133.98    127       750   -999.00   -999.00   -999.00   -999.00      0.33      0.01      1.44      0.19      2.09      0.03     12.33      1.65
   ICESAT1-G          3i  11050022   2007  281.4  277.0  305.0     10   75.65 -138.80   75.40   75.91 -139.68 -138.09    107       633   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.66      0.09      1.00      0.00      5.23      0.74
   ICESAT1-G          3i  11050023   2007  298.1  281.0  306.0     10   76.51 -143.36   76.23   76.84 -143.82 -142.84    134       794   -999.00   -999.00   -999.00   -999.00      0.27      0.00      0.67      0.10      1.29      0.00      4.94      0.80
   ICESAT1-G          3i  11050024   2007  295.5  283.0  308.0     10   77.79 -152.18   77.58   78.05 -153.05 -151.13     89       527   -999.00   -999.00   -999.00   -999.00      0.26      0.00      0.54      0.10      1.20      0.00      3.60      0.79
   ICESAT1-G          3i  11050025   2007  288.6  282.0  307.0     10   74.07 -130.59   73.78   74.36 -131.14 -130.20    134       794   -999.00   -999.00   -999.00   -999.00      0.39      0.00      1.52      0.24      2.70      0.00     13.02      2.12
   ICESAT1-G          3i  11050026   2007  292.3  283.0  308.0     10   74.77 -132.87   74.51   75.02 -133.36 -132.40     87       512   -999.00   -999.00   -999.00   -999.00      0.35      0.00      1.83      0.24      2.27      0.00     15.93      2.08
   ICESAT1-G          3i  11050027   2007  297.9  287.0  308.0     10   75.01 -133.79   74.80   75.18 -134.66 -132.80     90       531   -999.00   -999.00   -999.00   -999.00      0.34      0.01      1.44      0.21      2.08      0.02     12.24      1.79
   ICESAT1-G          3i  11050028   2007  285.5  284.0  304.0     10   75.38 -134.94   75.12   75.64 -136.27 -134.61    109       645   -999.00   -999.00   -999.00   -999.00      0.31      0.00      0.91      0.13      1.84      0.00      7.54      1.12
   ICESAT1-G          3i  11050029   2007  280.5  277.0  285.0     10   76.01 -137.48   75.77   76.28 -138.09 -136.85     95       562   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.78      0.10      1.17      0.00      6.38      0.80
   ICESAT1-G          3i  11050030   2007  290.4  280.0  305.0     10   76.58 -140.38   76.31   76.89 -140.83 -139.56     89       528   -999.00   -999.00   -999.00   -999.00      0.33      0.00      0.66      0.13      1.97      0.00      5.03      1.11
   ICESAT1-G          3i  11050031   2007  281.5  281.0  282.0     10   77.66 -147.36   77.45   77.89 -148.04 -146.68     90       535   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.48      0.07      0.81      0.00      3.31      0.58
   ICESAT1-G          3i  11050032   2007  282.9  281.0  289.0     10   74.01 -127.67   73.72   74.31 -127.92 -126.90     89       528   -999.00   -999.00   -999.00   -999.00      0.40      0.00      1.71      0.24      2.88      0.00     15.17      2.21
   ICESAT1-G          3i  11050033   2007  294.0  282.0  307.0     10   74.69 -130.11   74.39   75.01 -131.26 -129.04    130       768   -999.00   -999.00   -999.00   -999.00      0.49      0.00      1.94      0.21      3.48      0.00     16.93      1.89
   ICESAT1-G          3i  11050034   2007  291.6  278.0  308.0     10   75.39 -132.41   75.11   75.69 -133.01 -131.81    158       930   -999.00   -999.00   -999.00   -999.00      0.36      0.00      1.72      0.19      2.30      0.00     14.77      1.67
   ICESAT1-G          3i  11050035   2007  284.3  277.0  295.0     10   76.35 -136.56   76.14   76.55 -137.46 -135.56    108       640   -999.00   -999.00   -999.00   -999.00      0.27      0.00      0.68      0.09      1.38      0.00      5.41      0.81
   ICESAT1-G          3i  11050036   2007  291.8  281.0  301.0     10   74.30 -126.72   73.96   74.57 -127.48 -126.07    156       920   -999.00   -999.00   -999.00   -999.00      0.26      0.00      1.38      0.19      1.46      0.00     12.05      1.74
   ICESAT1-G          3i  11050037   2007  287.2  281.0  301.0     10   74.59 -127.61   74.31   74.91 -128.38 -126.56    121       716   -999.00   -999.00   -999.00   -999.00      0.43      0.00      1.77      0.23      2.99      0.00     15.39      2.05
   ICESAT1-G          3i  11050038   2007  286.9  282.0  307.0     10   74.99 -128.83   74.70   75.25 -130.02 -127.76    140       828   -999.00   -999.00   -999.00   -999.00      0.43      0.00      1.12      0.16      2.97      0.00      9.37      1.41
   ICESAT1-G          3i  11050039   2007  295.4  286.0  308.0     10   75.95 -132.31   75.70   76.18 -133.01 -131.54     95       561   -999.00   -999.00   -999.00   -999.00      0.39      0.00      1.03      0.16      2.37      0.00      8.22      1.33
   ICESAT1-G          3i  11050040   2007  302.1  281.0  307.0     10   78.96 -147.94   78.69   79.17 -148.65 -147.23     91       537   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.55      0.10      0.81      0.00      3.55      0.64
   ICESAT1-G          3i  11050041   2007  286.0  276.0  306.0     10   74.86 -126.64   74.61   75.12 -127.25 -126.13    101       599   -999.00   -999.00   -999.00   -999.00      0.37      0.00      1.32      0.22      2.48      0.00     11.50      2.08
   ICESAT1-G          3i  11050042   2007  291.2  276.0  306.0     10   75.26 -127.40   75.05   75.45 -128.43 -126.65    118       696   -999.00   -999.00   -999.00   -999.00      0.41      0.00      1.42      0.20      2.73      0.00     12.42      1.85
   ICESAT1-G          3i  11050043   2007  287.6  282.0  293.0     10   75.62 -128.58   75.38   75.93 -129.46 -127.79    178      1049   -999.00   -999.00   -999.00   -999.00      0.41      0.00      1.47      0.17      2.71      0.00     12.73      1.55
   ICESAT1-G          3i  11050044   2007  286.5  278.0  295.0     10   77.95 -137.85   77.75   78.23 -138.36 -137.47     90       531   -999.00   -999.00   -999.00   -999.00      0.37      0.00      0.78      0.12      2.19      0.00      6.14      1.14
   ICESAT1-G          3i  11050045   2007  295.9  281.0  307.0     10   79.30 -147.69   79.09   79.55 -148.59 -146.80    102       600   -999.00   -999.00   -999.00   -999.00      0.16      0.00      0.70      0.09      0.51      0.00      5.01      0.55
   ICESAT1-G          3i  11050046   2007  291.4  281.0  306.0     10   79.60 -149.10   79.34   79.89 -149.92 -148.37    123       726   -999.00   -999.00   -999.00   -999.00      0.26      0.00      0.63      0.10      1.08      0.00      4.52      0.73
   ICESAT1-G          3i  11050047   2007  293.2  280.0  305.0     10   74.80 -124.02   74.49   75.06 -124.58 -123.58    143       847   -999.00   -999.00   -999.00   -999.00      0.17      0.00      1.02      0.10      0.64      0.00      8.53      0.81
   ICESAT1-G          3i  11050048   2007  295.2  281.0  306.0     10   80.22 -150.75   79.89   80.51 -152.06 -149.72    150       887   -999.00   -999.00   -999.00   -999.00      0.19      0.00      0.49      0.07      0.55      0.00      3.00      0.41
   ICESAT1-G          3i  11050049   2007  286.3  280.0  304.0     10   75.03 -122.53   74.76   75.32 -123.58 -121.29     91       539   -999.00   -999.00   -999.00   -999.00      0.22      0.01      1.26      0.15      1.01      0.03     10.77      1.26
   ICESAT1-G          3i  11050050   2007  289.8  280.0  305.0     10   75.40 -123.39   75.14   75.67 -124.69 -122.37    145       853   -999.00   -999.00   -999.00   -999.00      0.21      0.00      1.08      0.18      1.04      0.00      8.94      1.57
   ICESAT1-G          3i  11050051   2007  300.7  281.0  306.0     10   76.17 -125.87   75.93   76.47 -126.51 -124.89     97       576   -999.00   -999.00   -999.00   -999.00      0.49      0.00      1.19      0.21      3.19      0.00      9.64      1.89
   ICESAT1-G          3i  11050052   2007  285.9  276.0  308.0     10   77.21 -128.87   76.97   77.47 -129.79 -127.84     97       575   -999.00   -999.00   -999.00   -999.00      0.36      0.00      0.96      0.15      2.12      0.00      7.58      1.26
   ICESAT1-G          3i  11050053   2007  288.7  281.0  301.0     10   80.79 -151.13   80.53   81.04 -152.56 -149.66    106       628   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.64      0.10      0.75      0.00      4.58      0.70
   ICESAT1-G          3i  11050054   2007  304.8  299.0  307.0     10   81.90  175.53   81.66   82.15  173.64  176.70    111       653   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.76      0.14      0.88      0.00      5.66      1.04
   ICESAT1-G          3i  11050055   2007  294.0  294.0  294.0     10   77.32  129.09   77.06   77.56  128.50  129.73     95       560   -999.00   -999.00   -999.00   -999.00      0.30      0.00      0.63      0.09      2.02      0.01      5.13      0.80
   ICESAT1-G          3i  11050056   2007  298.5  295.0  305.0     10   75.41  123.45   75.13   75.66  122.92  124.15    121       716   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.58      0.10      1.55      0.00      4.86      0.98
   ICESAT1-G          3i  11050057   2007  294.5  279.0  304.0     10   75.22 -120.72   74.97   75.46 -121.28 -120.04     86       506   -999.00   -999.00   -999.00   -999.00      0.22      0.10      1.04      0.08      0.83      0.22      8.57      0.71
   ICESAT1-G          3i  11050058   2007  299.2  282.0  308.0     10   77.59 -127.46   77.31   77.85 -128.36 -126.07    103       611   -999.00   -999.00   -999.00   -999.00      0.45      0.00      0.98      0.16      2.70      0.00      7.55      1.37
   ICESAT1-G          3i  11050059   2007  290.0  280.0  302.0     10   79.93 -139.00   79.68   80.20 -139.88 -137.80    130       768   -999.00   -999.00   -999.00   -999.00      0.24      0.00      0.66      0.08      0.86      0.00      4.81      0.63
   ICESAT1-G          3i  11050060   2007  287.0  279.0  307.0     10   80.72 -145.26   80.45   81.02 -146.40 -143.37    122       718   -999.00   -999.00   -999.00   -999.00      0.31      0.00      0.81      0.12      1.56      0.00      6.17      1.03
   ICESAT1-G          3i  11050061   2007  288.3  280.0  301.0     10   81.18 -149.83   80.93   81.44 -151.08 -148.29    154       911   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.66      0.09      0.79      0.00      4.67      0.62
